lag,t1_load,regime,mask,n_pre,n_post,t2_abs_index,temperature,max_new_tokens,seed,t2_words,t2_phrase,t2_total_logprob,t2_mean_logprob,t2_joint_prob,t2_n_tokens,report_correct,t1_correct,output_truncated,t2_slot_missing,thinking_is_placeholder,raw_output
0,none,cot,False,2,10,4,0.0,1024,28,3,DELTA XRAY ECHO,-3.526902675810362,-0.7053805351620724,0.029395823404211843,5,True,,False,False,False,"<Thinking>
The T2 packet contains the passphrase ""DELTA XRAY ECHO"". There are no Target 1 questions in this stream.
</Thinking>
<Final_Answers>
Target 1 Result: N/A
Target 2 Result: DELTA XRAY ECHO
"
0,none,cot,False,1,11,3,0.0,1024,1028,3,OSCAR TANGO MIKE,-225.85524559020996,-22.585524559020996,8.171713488534345e-99,10,True,,False,False,False,"<Thinking>
The T2 packet contains the passphrase ""OSCAR TANGO MIKE"". There are no Target 1 questions.
</Thinking>
<Final_Answers>
Target 1 Result: N/A
Target 2 Result: OSCAR TANGO MIKE
"
0,none,cot,False,6,6,8,0.0,1024,2028,3,LIMA FOXTROT WHISKEY,-4.32934809061976,-0.4810386767355289,0.013176134336422021,9,True,,False,False,False,"<Thinking>
The T2 packet contains the passphrase ""LIMA FOXTROT WHISKEY"". There is no Target 1.
</Thinking>
<Final_Answers>
Target 1 Result: N/A
Target 2 Result: LIMA FOXTROT WHISKEY
"
0,none,cot,False,5,7,7,0.0,1024,3028,3,VICTOR UNIFORM GOLF,-4.127090811741255,-0.5158863514676568,0.01612973506859947,8,True,,False,False,False,"<Thinking>
The T2 packet contains the passphrase ""VICTOR UNIFORM GOLF"". There are no Target 1 questions in this stream.
</Thinking>
<Final_Answers>
Target 1 Result: N/A
Target 2 Result: VICTOR UNIFORM GOLF
"
0,none,cot,False,5,7,7,0.0,1024,4028,3,WHISKEY INDIA PAPA,-3.8770825863039136,-0.553868940900559,0.020711160150170754,7,True,,False,False,False,"<Thinking>
The T2 packet contains the passphrase ""WHISKEY INDIA PAPA"". There are no Target 1 questions in this stream.
</Thinking>
<Final_Answers>
Target 1 Result: N/A
Target 2 Result: WHISKEY INDIA PAPA
"
0,none,cot,False,9,3,11,0.0,1024,5028,3,CHARLIE LIMA GOLF,-7.415684700052225,-1.0593835285788893,0.0006017402404456504,7,True,,False,False,False,"<Thinking>
The T2 packet contains the passphrase ""CHARLIE LIMA GOLF"". There are no target 1 questions.
</Thinking>
<Final_Answers>
Target 1 Result: N/A
Target 2 Result: CHARLIE LIMA GOLF
"
0,none,cot,False,4,8,6,0.0,1024,6028,3,XRAY FOXTROT INDIA,-3.6794321606097355,-0.5256331658013907,0.025237301501115958,7,True,,False,False,False,"<Thinking>
The T2 packet contains the passphrase ""XRAY FOXTROT INDIA"". There are no Target 1 questions.
</Thinking>
<Final_Answers>
Target 1 Result: N/A
Target 2 Result: XRAY FOXTROT INDIA
"
0,none,cot,False,8,4,10,0.0,1024,7028,3,XRAY NOVEMBER FOXTROT,-3.6636884339887956,-0.5233840619983994,0.025637774876361326,7,True,,False,False,False,"<Thinking>
The T2 packet contains the passphrase ""XRAY NOVEMBER FOXTROT"". There are no Target 1 questions.
</Thinking>
<Final_Answers>
Target 1 Result: N/A
Target 2 Result: XRAY NOVEMBER FOXTROT
"
0,none,cot,False,5,7,7,0.0,1024,8028,3,WHISKEY DELTA PAPA,-296.15266966819763,-26.92296996983615,2.4128468792358347e-129,11,True,,False,False,False,"<Thinking>
The T2 packet contains the passphrase ""WHISKEY DELTA PAPA"". There are no Target 1 questions in this stream.
</Thinking>
<Final_Answers>
Target 1 Result: N/A
Target 2 Result: WHISKEY DELTA PAPA
"
0,none,cot,False,3,9,5,0.0,1024,9028,3,MIKE TANGO LIMA,-4.237986569105033,-0.6054266527292904,0.014436629756757842,7,True,,False,False,False,"<Thinking>
The T2 packet contains the passphrase ""MIKE TANGO LIMA"". There are no Target 1 questions.
</Thinking>
<Final_Answers>
Target 1 Result: N/A
Target 2 Result: MIKE TANGO LIMA
"
